utilization,task_count,seed,algorithm,algorithm_key,algorithm_family,analysis_mode,analysis_scope,analysis_assumptions,analysis_assumption_count,workload_source,approximation_assumptions,approximation_assumption_count,total_jobs,completed_jobs,deadline_misses,miss_ratio,schedulable,makespan,avg_response_time,events_processed,wall_time_us,config_hash,git_commit,timestamp,per_device_utilization,transfer_overhead,blocking_breakdown,worst_response_time,preemption_count,migration_count,bus_contention_ratio,energy_total_joules
0.55,12,7,EDF-Het,edf,deadline-driven,rta-uniform-global-fp-scaffold,uniform global fixed-priority response-time scaffold,"[{""code"":""uniform-global-fp-scaffold"",""detail"":""uniform global-FP scaffold model with conservative interference bounds""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1408,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,EDF-Het,edf,deadline-driven,util-vectors,utilization vectors,"[{""code"":""util-vector-capacity"",""detail"":""capacity-vector feasibility abstraction; does not model runtime jitter""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1436,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,EDF-Het,edf,deadline-driven,uniform-rta-global-fp,uniform global fixed-priority response-time analysis,"[{""code"":""uniform-speed-abstraction"",""detail"":""processors represented by normalized speed factors in uniform-RTA model""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1424,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,EDF-Het,edf,deadline-driven,conditional-dag,conditional DAG response-time analysis,"[{""code"":""conditional-dag-boolean-branches"",""detail"":""branch predicates are boolean and deterministic per scenario""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1445,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,EDF-Het,edf,deadline-driven,shape,shape-style schedulability curve analysis,"[{""code"":""shape-fixture-baseline"",""detail"":""curve trend validated against deterministic fixture points and confidence bounds""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1465,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,EDF-Het,edf,deadline-driven,simso-scope-extension,simso differential scope extension,"[{""code"":""simso-adapter-scope"",""detail"":""adapter-level scope expansion metadata; no external simso run in CLI mode""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1416,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,none,none,[],0,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1418,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,rta-uniprocessor-fp,uniprocessor fixed-priority response-time analysis,"[{""code"":""fp-uniprocessor-idealized"",""detail"":""single-core FP approximation; no heterogeneous interference terms""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1421,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,rta-uniform-global-fp-scaffold,uniform global fixed-priority response-time scaffold,"[{""code"":""uniform-global-fp-scaffold"",""detail"":""uniform global-FP scaffold model with conservative interference bounds""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1416,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,util-vectors,utilization vectors,"[{""code"":""util-vector-capacity"",""detail"":""capacity-vector feasibility abstraction; does not model runtime jitter""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1382,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,uniform-rta-global-fp,uniform global fixed-priority response-time analysis,"[{""code"":""uniform-speed-abstraction"",""detail"":""processors represented by normalized speed factors in uniform-RTA model""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1408,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,conditional-dag,conditional DAG response-time analysis,"[{""code"":""conditional-dag-boolean-branches"",""detail"":""branch predicates are boolean and deterministic per scenario""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1638,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,shape,shape-style schedulability curve analysis,"[{""code"":""shape-fixture-baseline"",""detail"":""curve trend validated against deterministic fixture points and confidence bounds""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1465,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Global-EDF,global-edf,deadline-driven,simso-scope-extension,simso differential scope extension,"[{""code"":""simso-adapter-scope"",""detail"":""adapter-level scope expansion metadata; no external simso run in CLI mode""}]",1,synthetic,[],0,3401,3401,0,0.0,true,9997871521,1896900.685680682,12130,1407,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":2605362489,""utilization"":0.2605917152993589},{""device_id"":1,""busy_ns"":651481720,""utilization"":0.06516204160371507},{""device_id"":2,""busy_ns"":97045984,""utilization"":0.009706664443142728},{""device_id"":3,""busy_ns"":47988717,""utilization"":0.004799893347219179},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866235886589364},{""device_id"":5,""busy_ns"":8695624,""utilization"":0.0008697475239339995},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.28295181349930454}]",5660448,"{""transfer_ns"":5660448,""migration_ns"":0,""bus_wait_ns"":2174}",45772957,0,0,0.0008116883116883117,80.58075843
0.55,12,7,Gang,gang,fixed-priority,none,none,[],0,synthetic,[],0,3401,3349,0,0.0,true,9997730645,80592414.05225441,11947,2180,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":1436729797,""utilization"":0.1437055916002826},{""device_id"":1,""busy_ns"":484356324,""utilization"":0.04844662665944428},{""device_id"":2,""busy_ns"":414532824,""utilization"":0.04146269175668515},{""device_id"":3,""busy_ns"":785137327,""utilization"":0.07853155429754029},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866515817700346},{""device_id"":5,""busy_ns"":8660561,""utilization"":0.0008662526834858532},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.282955800516068}]",5119022,"{""transfer_ns"":5119022,""migration_ns"":0,""bus_wait_ns"":0}",6151018579,1,0,0.0,76.32296128
0.55,12,7,Gang,gang,fixed-priority,rta-uniprocessor-fp,uniprocessor fixed-priority response-time analysis,"[{""code"":""fp-uniprocessor-idealized"",""detail"":""single-core FP approximation; no heterogeneous interference terms""}]",1,synthetic,[],0,3401,3349,0,0.0,true,9997730645,80592414.05225441,11947,2190,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":1436729797,""utilization"":0.1437055916002826},{""device_id"":1,""busy_ns"":484356324,""utilization"":0.04844662665944428},{""device_id"":2,""busy_ns"":414532824,""utilization"":0.04146269175668515},{""device_id"":3,""busy_ns"":785137327,""utilization"":0.07853155429754029},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866515817700346},{""device_id"":5,""busy_ns"":8660561,""utilization"":0.0008662526834858532},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.282955800516068}]",5119022,"{""transfer_ns"":5119022,""migration_ns"":0,""bus_wait_ns"":0}",6151018579,1,0,0.0,76.32296128
0.55,12,7,Gang,gang,fixed-priority,rta-uniform-global-fp-scaffold,uniform global fixed-priority response-time scaffold,"[{""code"":""uniform-global-fp-scaffold"",""detail"":""uniform global-FP scaffold model with conservative interference bounds""}]",1,synthetic,[],0,3401,3349,0,0.0,true,9997730645,80592414.05225441,11947,2180,ec075e55778c479f,3b32f98ff021986460b026891cb63ede87d67bef,1775711809,"[{""device_id"":0,""busy_ns"":1436729797,""utilization"":0.1437055916002826},{""device_id"":1,""busy_ns"":484356324,""utilization"":0.04844662665944428},{""device_id"":2,""busy_ns"":414532824,""utilization"":0.04146269175668515},{""device_id"":3,""busy_ns"":785137327,""utilization"":0.07853155429754029},{""device_id"":4,""busy_ns"":198620074,""utilization"":0.019866515817700346},{""device_id"":5,""busy_ns"":8660561,""utilization"":0.0008662526834858532},{""device_id"":6,""busy_ns"":2828915878,""utilization"":0.282955800516068}]",5119022,"{""transfer_ns"":5119022,""migration_ns"":0,""bus_wait_ns"":0}",6151018579,1,0,0.0,76.32296128
